timestamp,latitude,longitude,altitude,speed,acceleration,bearing,snapped_latitude,snapped_longitude,road_name
2023-11-29 11:05:57,12.546153153,76.928374333,585.1622,,,,12.546166,76.928373,Bangalore-Mysore Road
2023-11-29 11:05:58,12.546161613,76.928452546,587.5172,8.541180632440403,,83.67671722632394,12.546173,76.928452,Bangalore-Mysore Road
2023-11-29 11:05:59,12.546160086,76.92852542,587.3532,7.911547102713298,-0.629633529727105,91.2297470051941,12.546165,76.928526,Bangalore-Mysore Road
2023-11-29 11:06:00,12.546166194,76.928612786,585.1633,9.506973963387289,1.5954268606739903,85.90328789903009,12.546149,76.92861,Bangalore-Mysore Road
2023-11-29 11:06:01,12.546168461,76.928705007,586.3106,10.012816540600536,0.5058425772132473,88.5573805959707,12.546133,76.928699,Bangalore-Mysore Road
2023-11-29 11:06:02,12.546140232,76.928790624,586.349,9.808661150844584,-0.204155389755952,108.6638405198712,12.546119,76.928787,Bangalore-Mysore Road
2023-11-29 11:06:03,12.546139094,76.92890378,588.851,12.282575438856991,2.473914288012409,90.590281356554,12.546101,76.928898,Bangalore-Mysore Road
2023-11-29 11:06:04,12.546145191,76.929024836,586.7769,13.156866136773766,0.8742906979167735,87.04630495528562,12.546182,76.929033,Bangalore-Mysore Road
2023-11-29 11:06:05,12.546086319,76.929129807,588.3459,13.140246363796498,-0.0166197729772683,119.87995189974532,12.546064,76.929126,Bangalore-Mysore Road
2023-11-29 11:06:06,12.545995791,76.929223841,591.1218,14.33529555963258,1.1950491958360807,134.60382256012554,12.546046,76.929233,Bangalore-Mysore Road
2023-11-29 11:06:07,12.546012811,76.929367992,593.8801,15.760165276387635,1.424869716755058,83.10305596431442,12.546023,76.92937,Bangalore-Mysore Road
2023-11-29 11:06:08,12.546032413,76.929493059,588.2057,13.748621421841872,-2.0115438545457653,80.87809162713938,12.546003,76.929488,Bangalore-Mysore Road
2023-11-29 11:06:09,12.546017107,76.929625256,593.4778,14.449220311816733,0.7005988899748594,96.76446365436186,12.545995,76.929624,Bangalore-Mysore Road
2023-11-29 11:06:10,12.546004916,76.929719753,591.4284,10.34587787751249,-4.10334243430424,97.5288654965849,12.545992,76.929719,Bangalore-Mysore Road
2023-11-29 11:06:11,12.546008531,76.929798423,593.0111,8.548282518932009,-1.797595358580482,87.30475283010168,12.545989,76.929797,Bangalore-Mysore Road
2023-11-29 11:06:12,12.546005359,76.929868901,590.7048,7.657795273294888,-0.8904872456371207,92.63991197923616,12.545986,76.929868,Bangalore-Mysore Road
2023-11-29 11:06:13,12.546032139,76.929931115,590.1629,7.380120807299856,-0.2776744659950321,66.20349671906303,12.546059,76.929934,Bangalore-Mysore Road
2023-11-29 11:06:14,12.545982762,76.929948924,593.7614,5.820800112129976,-1.5593206951698804,160.6047797842282,12.545983,76.929949,Bangalore-Mysore Road
2023-11-29 11:06:15,12.545983737,76.929974372,592.5373,2.764248017137918,-3.0565520949920577,87.75225442050106,12.545983,76.929974,Bangalore-Mysore Road
2023-11-29 11:06:16,12.54599638,76.929999855,591.1231,3.102691133180515,0.3384431160425971,63.05707796499826,12.545982,76.929999,Bangalore-Mysore Road
2023-11-29 11:06:17,12.545980978,76.930017383,595.1389,2.559791801736518,-0.5428993314439969,131.9936498710332,12.545981,76.930017,Bangalore-Mysore Road
2023-11-29 11:06:18,12.54596135,76.930070296,600.8061,6.143893416534268,3.5841016147977496,110.80792215276809,12.545979,76.930071,Bangalore-Mysore Road
2023-11-29 11:06:19,12.54597209,76.9300861,594.0881,2.090135155862358,-4.053758260671909,55.15441711848479,12.545979,76.930086,Bangalore-Mysore Road
2023-11-29 11:06:20,12.545971743,76.930145907,589.8528,6.49155553828084,4.4014203824184825,90.34055132740576,12.545977,76.930146,Bangalore-Mysore Road
2023-11-29 11:06:21,12.545978004,76.930211441,591.1598,7.147037073294688,0.6554815350138474,84.40995837302103,12.545975,76.930211,Bangalore-Mysore Road
2023-11-29 11:06:22,12.545951151,76.930264227,591.0389,6.460768665136584,-0.6862684081581039,117.52665587826677,12.545974,76.930265,Bangalore-Mysore Road
2023-11-29 11:06:23,12.545999539,76.930301993,599.6524,6.764061111580684,0.3032924464441002,37.30182877191817,12.545972,76.930301,Bangalore-Mysore Road
2023-11-29 11:06:24,12.545953234,76.930350772,592.7742,7.385277373329028,0.6212162617483443,134.2013303038284,12.545971,76.930352,Bangalore-Mysore Road
2023-11-29 11:06:25,12.545939861,76.930369309,595.1724,2.501869952692451,-4.883407420636578,126.46697178848194,12.54597,76.93037,Bangalore-Mysore Road
2023-11-29 11:06:26,12.545924945,76.930381023,587.6104,2.08984397539456,-0.4120259772978909,142.5269759115423,12.54597,76.930382,Bangalore-Mysore Road
2023-11-29 11:06:27,12.545925292,76.930411497,586.8007,3.3078680436149672,1.218024068220407,89.3316546893144,12.545969,76.930412,Bangalore-Mysore Road
2023-11-29 11:06:28,12.54596249,76.930450656,585.7967,5.930727988595323,2.622859944980356,45.779343485521565,12.545968,76.930451,Bangalore-Mysore Road
2023-11-29 11:06:29,12.545945301,76.930499736,593.02,5.659641688826965,-0.2710862997683581,109.7375398943122,12.545967,76.930501,Bangalore-Mysore Road
2023-11-29 11:06:30,12.54593512,76.930535128,601.0323,4.004780811145802,-1.6548608776811626,106.42027824120134,12.545966,76.930536,Bangalore-Mysore Road
2023-11-29 11:06:31,12.5459418,76.930628566,596.6256,10.16890911577532,6.164128304629517,85.81112204583474,12.545963,76.93063,Bangalore-Mysore Road
2023-11-29 11:06:32,12.5459263,76.930709534,598.1568,8.95566417892283,-1.2132449368524885,101.09581397241313,12.54596,76.930711,Bangalore-Mysore Road
2023-11-29 11:06:33,12.545935823,76.930799641,596.6166,9.837356311277125,0.8816921323542939,83.82060529454083,12.545958,76.930801,Bangalore-Mysore Road
2023-11-29 11:06:34,12.545943331,76.930840005,601.0946,4.4599360471406335,-5.377420264136491,79.21120584282005,12.545957,76.93084,Bangalore-Mysore Road
2023-11-29 11:06:35,12.545957421,76.930931544,596.4284,10.058397037417208,5.598460990276575,81.03887955619842,12.545954,76.930932,Bangalore-Mysore Road
2023-11-29 11:06:36,12.545948839,76.931036426,600.3731,11.423800906579784,1.3654038691625754,94.7917133841571,12.545954,76.931036,Bangalore-Mysore Road
2023-11-29 11:06:37,12.54594276,76.931160495,594.7184,13.483382234590756,2.059581328010971,92.87356449359874,12.545959,76.931159,Bangalore-Mysore Road
2023-11-29 11:06:38,12.545947669,76.931285173,594.1301,13.543533279489312,0.0601510448985571,87.69012301387335,12.545964,76.931284,Bangalore-Mysore Road
2023-11-29 11:06:39,12.545952806,76.931408772,592.7484,13.427569129324494,-0.1159641501648174,87.56189032021655,12.545971,76.931407,Bangalore-Mysore Road
2023-11-29 11:06:40,12.545959095,76.931527692,593.1253,12.926485473671857,-0.5010836556526375,86.8988511477707,12.54598,76.931526,Bangalore-Mysore Road
2023-11-29 11:06:41,12.545971352,76.931669665,589.6335,15.469878207366817,2.54339273369496,84.94559954182762,12.545993,76.931667,Bangalore-Mysore Road
2023-11-29 11:06:42,12.546017069,76.931787705,603.6565,13.783696845604783,-1.6861813617620331,68.35804017740355,12.546009,76.931789,Bangalore-Mysore Road
2023-11-29 11:06:43,12.546014983,76.931913676,598.2106,13.67483434315534,-0.1088625024494422,90.97188426116378,12.546026,76.931912,Bangalore-Mysore Road
2023-11-29 11:06:44,12.546034263,76.932022739,595.8517,12.030237241475938,-1.6445971016794037,79.73481416681108,12.546043,76.932021,Bangalore-Mysore Road
2023-11-29 11:06:45,12.546028552,76.932101718,589.3478,8.595853512294038,-3.4343837291818997,94.2366805672603,12.546055,76.932097,Bangalore-Mysore Road
2023-11-29 11:06:46,12.546038845,76.932178384,588.6837,8.399653275321505,-0.1962002369725333,82.16855656469937,12.546068,76.932173,Bangalore-Mysore Road
2023-11-29 11:06:47,12.546048549,76.932254422,585.3856,8.323387252932028,-0.0762660223894773,82.55125994925186,12.546081,76.932248,Bangalore-Mysore Road
2023-11-29 11:06:48,12.546069278,76.932307627,590.394,6.217864251880912,-2.1055230010511155,68.24122588534914,12.54609,76.932304,Bangalore-Mysore Road
2023-11-29 11:06:49,12.546077103,76.932344138,590.3199,4.057291833106984,-2.1605724187739286,77.61653062109326,12.546097,76.932339,Bangalore-Mysore Road
2023-11-29 11:06:50,12.546079655,76.932359316,591.098,1.671677834995593,-2.38561399811139,80.22664006651416,12.5461,76.932354,Bangalore-Mysore Road
2023-11-29 11:06:51,12.546074475,76.932364651,589.49,0.8167461551437168,-0.8549316798518761,134.84771512102662,12.546101,76.932359,Bangalore-Mysore Road
2023-11-29 11:06:52,12.54608563,76.932358943,591.6666,1.386498143891718,0.569751988748001,333.4587778917091,12.5461,76.932356,Bangalore-Mysore Road
2023-11-29 11:06:53,12.546085439,76.932363171,592.1184,0.4593973380232385,-0.9271008058684792,92.64976428688648,12.546101,76.932359,Bangalore-Mysore Road
2023-11-29 11:06:54,12.546082528,76.932368794,590.9052,0.6908427014826409,0.2314453634594023,117.93965898763923,12.546102,76.932364,Bangalore-Mysore Road
2023-11-29 11:06:55,12.546094445,76.932389093,593.7084,2.571035092534837,1.880192391052196,58.97584271026119,12.546107,76.932386,Bangalore-Mysore Road
2023-11-29 11:06:56,12.54609435,76.932407925,593.0153,2.0440481684082967,-0.5269869241265401,90.29610040604922,12.546111,76.932404,Bangalore-Mysore Road
2023-11-29 11:06:57,12.546096104,76.932440577,592.8837,3.549402981512663,1.505354813104366,86.85006808916512,12.546118,76.932436,Bangalore-Mysore Road
2023-11-29 11:06:58,12.546093837,76.932483948,591.5888,4.714222582337461,1.1648196008247984,93.0651769515058,12.546127,76.932476,Bangalore-Mysore Road
2023-11-29 11:06:59,12.546098446,76.932524781,591.946,4.461537302916549,-0.2526852794209127,83.40386055399279,12.546136,76.932516,Bangalore-Mysore Road
2023-11-29 11:07:00,12.546104924,76.93256388,591.4113,4.304493935532561,-0.1570433673839879,80.3667081321492,12.546145,76.932554,Bangalore-Mysore Road
2023-11-29 11:07:01,12.546119164,76.93261572,591.8996,5.845251960293871,1.5407580247613106,74.28280679084781,12.546157,76.932607,Bangalore-Mysore Road
2023-11-29 11:07:02,12.546130066,76.93268047,590.3633,7.131732635511116,1.2864806752172449,80.21337606950021,12.546171,76.93267,Bangalore-Mysore Road
2023-11-29 11:07:03,12.546143771,76.93275526,591.7205,8.259491891508269,1.1277592559971523,79.3676547349985,12.546188,76.932745,Bangalore-Mysore Road
2023-11-29 11:07:04,12.5461561,76.932833821,589.9418,8.636492250507708,0.3770003589994388,80.86645459499823,12.546206,76.932826,Bangalore-Mysore Road
2023-11-29 11:07:05,12.546176949,76.932916484,592.0371,9.266890709939284,0.630398459431575,75.51238710579844,12.546218,76.93291,Bangalore-Mysore Road
2023-11-29 11:07:06,12.54619419,76.933007589,591.1589,10.072635424335331,0.8057447143960488,79.02802201263313,12.546232,76.933002,Bangalore-Mysore Road
2023-11-29 11:07:07,12.546213683,76.933095732,590.9592,9.809483150505791,-0.2631522738295384,77.23445013192344,12.546245,76.933091,Bangalore-Mysore Road
2023-11-29 11:07:08,12.546227699,76.933180529,591.7837,9.334862360722028,-0.4746207897837653,80.38912926097362,12.546257,76.933177,Bangalore-Mysore Road
2023-11-29 11:07:09,12.546243626,76.933268669,590.5263,9.729234235461863,0.3943718747398375,79.51203182927293,12.54627,76.933265,Bangalore-Mysore Road
2023-11-29 11:07:10,12.546263344,76.933366624,591.457,10.85572633809594,1.1264921026340744,78.34774973277786,12.546285,76.933363,
2023-11-29 11:07:11,12.546278694,76.933464289,589.9831,10.737063116129711,-0.1186632219662282,80.85302864798183,12.546302,76.93346,
