timestamp,latitude,longitude,altitude,Q,ns,sdn,sde,sdu,sdne,sdeu,sdun,age,ratio,outlier,speed,acceleration,bearing,snapped_latitude,snapped_longitude,road_name,road_type,road_id,tags,latitude,longitude,is_bridge,layer,position
2023-11-29 09:13:57,,,682.0232,5,0.8867727516450783,-0.9403330611936068,-0.8516923422539243,7.4348,1.0819,0.939,-1.422,0.0,0.0,False,,,,12.899597,77.465422,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:13:58,,,681.0908,5,0.8867727516450783,-0.940228369510604,-0.8516923422539243,7.4347,1.0819,0.9395,-1.4219,0.0,0.0,False,0.3012349416359565,,140.38755852733868,12.899597,77.465422,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:13:59,,,681.2271,5,0.8867727516450783,-0.940228369510604,-0.8517888995707756,7.4346,1.0818,0.9399,-1.4217,0.0,0.0,False,0.6292741218233064,0.3280391801873499,348.72624460157544,12.899598,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:00,,,681.87,5,0.8867727516450783,-0.940228369510604,-0.8517888995707756,7.4344,1.0818,0.9404,-1.4215,0.0,0.0,False,0.1451954564044076,-0.4840786654188987,190.23392599177265,12.899598,77.465424,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:01,,,685.0214,5,1.0517226424394748,-1.0212597321546413,-0.8538166032246486,7.2323,1.1222,1.0443,-1.8179,0.0,0.0,False,1.495494328981406,1.3502988725769984,344.1818307742276,12.8996,77.465427,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:02,,,685.5263,5,0.8867727516450783,-0.8791931183200692,-0.8170282655043809,7.4208,1.329,0.492,-2.2255,0.0,0.0,False,0.2027817638719496,-1.2927125651094564,99.72335196941695,12.899601,77.465428,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:03,,,685.6852,5,0.8867727516450783,-0.8790884266370669,-0.8171248228212318,7.4207,1.329,0.493,-2.2254,0.0,0.0,False,0.3978815826908413,0.1950998188188917,340.3569428006585,12.899601,77.465429,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:04,,,688.3193,5,1.0517226424394748,-0.9165680491520092,-0.887611664122532,7.1795,1.185,1.2525,-1.9976,0.0,0.0,False,0.6928021693274731,0.2949205866366317,356.3671840707202,12.899603,77.465432,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:05,,,686.5392,5,1.0517226424394748,-0.9164633574690064,-0.887611664122532,7.1794,1.185,1.2528,-1.9974,0.0,0.0,False,0.510302254136971,-0.1824999151905021,150.7983363812989,12.899602,77.465431,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:06,,,687.3926,5,1.0517226424394748,-0.9164633574690064,-0.887611664122532,7.1793,1.185,1.2531,-1.9972,0.0,0.0,False,0.5119164853096339,0.0016142311726629,217.3447768561904,12.8996,77.465427,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:07,,,686.1703,5,1.0517226424394748,-0.9164633574690064,-0.887611664122532,7.1791,1.185,1.2534,-1.997,0.0,0.0,False,0.2585959204582386,-0.2533205648513952,353.5745001997858,12.899601,77.465429,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:08,,,681.2106,5,0.7218228608506817,-0.8015118895321162,-0.8150971191673588,7.6183,1.2946,0.1949,-1.9147,0.0,0.0,False,2.608468877621503,2.349872957163264,166.78156948871776,12.899596,77.465422,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:09,,,686.018,5,0.8867727516450783,-0.878983734954064,-0.8171248228212318,7.4199,1.329,0.4987,-2.2246,0.0,0.0,False,2.4006336666929284,-0.2078352109285743,353.5085074985616,12.899601,77.46543,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:10,,,686.8596,5,1.0517226424394748,-1.020840965422631,-0.8539131605414995,7.2312,1.1222,1.0484,-1.8167,0.0,0.0,False,0.360037113103931,-2.0405965535889976,171.34268648619673,12.899601,77.465429,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:11,,,680.4276,5,0.8867727516450783,-0.9397049110955912,-0.8518854568876265,7.433,1.0816,0.9455,-1.4196,0.0,0.0,False,2.14193417752036,1.7818970644164285,166.27702256326643,12.899597,77.465423,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:12,,,684.0262,5,1.0517226424394748,-1.0207362737396284,-0.8540097178583508,7.2309,1.1222,1.0494,-1.8165,0.0,0.0,False,1.6658515948076544,-0.4760825827127048,336.22519219926806,12.899599,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:13,,,680.8095,5,0.8867727516450783,-0.9396002194125882,-0.8519820142044777,7.4327,1.0816,0.9464,-1.4192,0.0,0.0,False,1.8894529774112527,0.2236013826035989,153.37214768545152,12.899598,77.465424,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:14,,,681.7672,5,0.8867727516450783,-0.939495527729586,-0.8519820142044777,7.4326,1.0816,0.9469,-1.4191,0.0,0.0,False,0.5097694202366531,-1.3796835571746002,333.56178241903206,12.899598,77.465424,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:15,,,690.9395,5,1.0517226424394748,-1.0206315820566256,-0.8540097178583508,7.2306,1.1223,1.0507,-1.8161,0.0,0.0,False,4.2861685435085874,3.776399123271936,348.92830532370147,12.899606,77.465437,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:16,,,692.1781,5,1.0517226424394748,-1.0206315820566256,-0.8540097178583508,7.2304,1.1223,1.0512,-1.8159,0.0,0.0,False,0.8114146370521655,-3.4747539064564217,24.02602217637036,12.899609,77.465442,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:17,,,693.1273,5,1.0517226424394748,-1.020526890373623,-0.8540097178583508,7.2303,1.1223,1.0517,-1.8158,0.0,0.0,False,0.4365819050184863,-0.3748327320336792,209.15008222411709,12.899607,77.465439,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:18,,,681.2901,5,0.7218228608506817,-0.8013025061661109,-0.81519367648421,7.617,1.2944,0.2154,-1.9131,0.0,0.0,False,4.503948899824157,4.067366994805671,167.87239031239426,12.899599,77.465426,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:20,,,693.5312,5,0.8867727516450783,-0.8787743515880587,-0.817317937454934,7.4185,1.3289,0.509,-2.223,0.0,0.0,False,2.413841343957694,-1.0450537779332314,351.92573526764,12.89961,77.465442,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:21,,,682.9545,5,0.7218228608506817,-0.801197814483108,-0.81519367648421,7.6166,1.2943,0.2212,-1.9126,0.0,0.0,False,4.857230989761348,2.443389645803654,177.09516763386887,12.899597,77.465423,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:22,,,691.1594,5,0.8867727516450783,-0.8786696599050563,-0.817317937454934,7.4182,1.3289,0.5108,-2.2228,0.0,0.0,False,4.588648759982984,-0.2685822297783637,357.45479693527903,12.899609,77.465441,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:23,,,691.6002,5,0.8867727516450783,-0.8786696599050563,-0.817317937454934,7.4181,1.3289,0.5118,-2.2226,0.0,0.0,False,0.4353387284081013,-4.1533100315748825,205.18226183603707,12.899607,77.465439,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:24,,,681.2804,5,0.7218228608506817,-0.8010931228001057,-0.8152902338010609,7.6162,1.2942,0.2269,-1.9121,0.0,0.0,False,4.233577810290829,3.798239081882728,172.666049882567,12.899598,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:25,,,690.6698,5,0.8867727516450783,-0.8785649682220535,-0.817317937454934,7.4178,1.3289,0.5136,-2.2223,0.0,0.0,False,4.129480582129528,-0.1040972281613008,351.3819299397442,12.899607,77.465438,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:26,,,690.6425,5,0.8867727516450783,-0.8785649682220535,-0.8174144947717853,7.4177,1.3289,0.5145,-2.2222,0.0,0.0,False,0.538463023251538,-3.5910175588779896,174.98819237262614,12.899605,77.465436,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:27,,,682.1082,5,0.7218228608506817,-0.8009884311171028,-0.8152902338010609,7.6159,1.2942,0.2324,-1.9116,0.0,0.0,False,3.539570981670338,3.0011079584188,170.1722373929838,12.899598,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:28,,,689.2878,5,0.8867727516450783,-0.8785649682220535,-0.8174144947717853,7.4174,1.3289,0.5164,-2.2219,0.0,0.0,False,3.292595970073928,-0.24697501159641,351.18158861969005,12.899605,77.465435,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:29,,,688.7973,5,0.8867727516450783,-0.8784602765390511,-0.8174144947717853,7.4173,1.3289,0.5173,-2.2218,0.0,0.0,False,0.334882041706534,-2.9577139283673937,178.79451951389615,12.899604,77.465434,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:30,,,688.6611,5,0.8867727516450783,-0.8784602765390511,-0.8174144947717853,7.4172,1.3289,0.5182,-2.2216,0.0,0.0,False,0.3064075089728773,-0.0284745327336567,302.65849335379505,12.899604,77.465433,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:31,,,687.7535,5,0.8867727516450783,-0.8784602765390511,-0.8174144947717853,7.417,1.3289,0.5191,-2.2215,0.0,0.0,False,0.0437457554628281,-0.2626617535100491,303.1269996257035,12.899604,77.465433,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:32,,,680.9703,5,0.7218228608506817,-0.8008837394341004,-0.8152902338010609,7.6152,1.2941,0.2414,-1.9108,0.0,0.0,False,3.0424859361408987,2.9987401806780705,167.30651508006713,12.899598,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:33,,,686.6186,5,0.8867727516450783,-0.8784602765390511,-0.8174144947717853,7.4168,1.3289,0.521,-2.2212,0.0,0.0,False,2.386036822412774,-0.6564491137281245,357.28172819042226,12.899604,77.465434,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:34,,,686.5944,5,0.8867727516450783,-0.8783555848560483,-0.8175110520886362,7.4167,1.3289,0.5219,-2.2211,0.0,0.0,False,0.3057758597935237,-2.0802609626192505,338.4113145583948,12.899605,77.465435,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:35,,,686.4144,5,0.8867727516450783,-0.8783555848560483,-0.8175110520886362,7.4165,1.3289,0.5228,-2.2209,0.0,0.0,False,0.8748981048753175,0.5691222450817939,196.50346841486308,12.899601,77.465429,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:36,,,681.636,5,0.7218228608506817,-0.8007790477510975,-0.8153867911179122,7.6147,1.294,0.2483,-1.9101,0.0,0.0,False,2.0369967446207773,1.1620986397454598,165.75650392225953,12.899598,77.465424,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:37,,,681.5167,5,0.7218228608506817,-0.8007790477510975,-0.8153867911179122,7.6146,1.294,0.25,-1.9099,0.0,0.0,False,0.4451006246072108,-1.5918961200135664,337.79414874869263,12.899598,77.465425,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:38,,,686.9,5,0.8867727516450783,-0.8782508931730458,-0.8175110520886362,7.4161,1.3289,0.5255,-2.2205,0.0,0.0,False,2.4622006108698344,2.0170999862626235,347.4734627088161,12.899602,77.465431,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
2023-11-29 09:14:39,,,681.768,5,0.5568729700562852,-0.5482627083487486,-0.8149040045336566,7.6878,1.2618,0.025,-1.4814,0.0,0.0,False,2.12516042436778,-0.3370401865020547,164.88689904804346,12.899599,77.465427,Bengaluru-Mysuru Expressway,highway,765155350,"{'access': 'private', 'highway': 'service'}",,,False,0,below flyover
