timestamp,latitude,longitude,altitude,speed,acceleration,bearing,snapped_latitude,snapped_longitude,road_name,road_type,road_id,tags,latitude,longitude,is_bridge,layer,position
2023-11-29 04:05:52,,,691.6596,,,,12.90062,77.466769,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:53,,,689.1231,1.6038942457732135,,206.9652210631051,12.900614,77.466758,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:54,,,682.3093,4.809217578506999,3.2053233327337853,230.00480774166883,12.900591,77.466721,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:55,,,685.3542,0.6743921624193168,-4.134825416087683,201.4468423437912,12.900589,77.466717,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:56,,,683.8406,1.3663209181528275,0.691928755733511,246.15724128746177,12.900582,77.466706,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:57,,,685.5898,2.349597719513744,0.983276801360916,240.3008125847861,12.900572,77.466688,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:58,,,684.4936,2.0506302474520286,-0.2989674720617152,252.5538895968625,12.900562,77.466672,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:05:59,,,690.4833,0.8852229948599597,-1.165407252592069,116.10515682048452,12.900564,77.466676,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:06:00,,,689.502,3.3294044380524745,2.444181443192515,274.4688578783485,12.900552,77.466654,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
2023-11-29 04:06:01,,,692.3434,2.468577593855022,-0.8608268441974527,270.61683484862937,12.900542,77.466638,Kumbalagodu Flyover,highway,1133067307,"{'alt_name': 'Bangalore-Mysore Expressway', 'highway': 'trunk', 'lanes': '2', 'maxspeed': '40', 'name': 'Bengaluru-Mysuru Expressway', 'name:kn': 'ಬೆಂಗಳೂರು-ಮೈಸೂರು ಹೆದ್ದಾರಿ', 'oneway': 'yes', 'ref': 'NH275;EC34', 'ref:old': 'SH17', 'sidewalk': 'none', 'smoothness': 'good', 'surface': 'asphalt'}",,,False,0,below flyover
